Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L5-clmp.fp2_r2_screen	13593.0	1210.0	2348.0	1030.0	739.0	108.0	121.0	70.0	1.0	0.0	61932.0	2010383.0
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L6-clmp.fp2_r1_screen	13869.0	1314.0	2215.0	1089.0	803.0	139.0	115.0	68.0	1.0	0.0	60997.0	2029587.0
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L6-clmp.fp2_r2_screen	13797.0	1313.0	2312.0	1086.0	747.0	126.0	88.0	66.0	1.0	0.0	61707.0	2028954.0
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L7-clmp.fp2_r1_screen	13801.0	1288.0	2321.0	1044.0	738.0	161.0	126.0	73.0	2.0	0.0	60839.0	2013174.0
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L7-clmp.fp2_r2_screen	13959.0	1262.0	2340.0	980.0	713.0	120.0	110.0	55.0	0.0	0.0	61692.0	2012336.0
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L8-clmp.fp2_r1_screen	13058.0	1260.0	2228.0	1015.0	673.0	131.0	120.0	62.0	2.0	0.0	58477.0	1923629.0
Tzo-ABol_044-Ex1-8D-lcwgs-1-2-L8-clmp.fp2_r2_screen	13347.0	1247.0	2285.0	1055.0	736.0	135.0	126.0	58.0	0.0	0.0	59037.0	1922629.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L3-clmp.fp2_r1_screen	28282.0	3031.0	3545.0	2319.0	1432.0	426.0	328.0	100.0	2.0	0.0	75789.0	4283732.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L3-clmp.fp2_r2_screen	28088.0	3065.0	3586.0	2279.0	1441.0	417.0	321.0	130.0	0.0	0.0	76807.0	4282852.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L4-clmp.fp2_r1_screen	27903.0	3129.0	3572.0	2418.0	1394.0	386.0	344.0	107.0	3.0	0.0	75582.0	4268262.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L4-clmp.fp2_r2_screen	28173.0	3104.0	3549.0	2353.0	1385.0	426.0	339.0	111.0	3.0	0.0	76710.0	4266947.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L5-clmp.fp2_r1_screen	28199.0	2931.0	3468.0	2358.0	1437.0	399.0	333.0	96.0	2.0	0.0	74756.0	4253018.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L5-clmp.fp2_r2_screen	28856.0	2903.0	3524.0	2317.0	1421.0	434.0	322.0	115.0	0.0	0.0	76271.0	4250834.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L6-clmp.fp2_r1_screen	28101.0	3141.0	3547.0	2305.0	1444.0	426.0	368.0	109.0	4.0	0.0	75312.0	4282036.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L6-clmp.fp2_r2_screen	28375.0	3138.0	3575.0	2404.0	1420.0	431.0	334.0	125.0	1.0	0.0	76273.0	4280717.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L7-clmp.fp2_r1_screen	28331.0	3050.0	3632.0	2306.0	1464.0	394.0	296.0	114.0	3.0	0.0	74970.0	4257934.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L7-clmp.fp2_r2_screen	28334.0	3186.0	3538.0	2260.0	1422.0	395.0	333.0	110.0	1.0	0.0	76293.0	4256622.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L8-clmp.fp2_r1_screen	26868.0	2971.0	3419.0	2194.0	1289.0	421.0	337.0	95.0	1.0	0.0	72455.0	4090311.0
Tzo-ABol_045-Ex1-9D-lcwgs-1-2-L8-clmp.fp2_r2_screen	27393.0	2945.0	3423.0	2219.0	1318.0	391.0	338.0	109.0	0.0	0.0	73594.0	4088631.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L3-clmp.fp2_r1_screen	11839.0	1239.0	1768.0	956.0	662.0	179.0	129.0	40.0	2.0	0.0	37490.0	1601278.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L3-clmp.fp2_r2_screen	11880.0	1347.0	1759.0	999.0	572.0	156.0	153.0	41.0	0.0	0.0	38059.0	1600616.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L4-clmp.fp2_r1_screen	11686.0	1258.0	1725.0	993.0	615.0	187.0	139.0	50.0	0.0	0.0	37231.0	1593938.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L4-clmp.fp2_r2_screen	11777.0	1255.0	1657.0	953.0	611.0	163.0	122.0	32.0	0.0	0.0	37973.0	1593279.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L5-clmp.fp2_r1_screen	11854.0	1273.0	1778.0	965.0	631.0	176.0	152.0	53.0	1.0	0.0	37337.0	1593803.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L5-clmp.fp2_r2_screen	11822.0	1298.0	1671.0	971.0	642.0	162.0	137.0	45.0	0.0	0.0	37802.0	1593473.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L6-clmp.fp2_r1_screen	11733.0	1326.0	1737.0	1054.0	616.0	157.0	156.0	52.0	0.0	0.0	37489.0	1601754.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L6-clmp.fp2_r2_screen	12004.0	1269.0	1705.0	966.0	595.0	183.0	154.0	46.0	0.0	0.0	38060.0	1601092.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L7-clmp.fp2_r1_screen	12074.0	1319.0	1717.0	1008.0	598.0	182.0	138.0	45.0	0.0	0.0	37330.0	1589423.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L7-clmp.fp2_r2_screen	11945.0	1277.0	1693.0	1006.0	609.0	165.0	138.0	55.0	0.0	0.0	38181.0	1588765.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L8-clmp.fp2_r1_screen	11205.0	1274.0	1697.0	939.0	585.0	175.0	131.0	49.0	1.0	0.0	36144.0	1520077.0
Tzo-ABol_047-Ex1-11D-lcwgs-1-2-L8-clmp.fp2_r2_screen	11411.0	1209.0	1653.0	915.0	562.0	182.0	125.0	59.0	0.0	0.0	36556.0	1519605.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L3-clmp.fp2_r1_screen	19798.0	2070.0	2005.0	1643.0	1017.0	296.0	210.0	64.0	2.0	0.0	58378.0	2852051.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L3-clmp.fp2_r2_screen	19535.0	2107.0	1954.0	1591.0	1042.0	274.0	229.0	72.0	1.0	0.0	59265.0	2851464.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L4-clmp.fp2_r1_screen	19507.0	2085.0	1920.0	1647.0	1071.0	274.0	218.0	64.0	1.0	0.0	58353.0	2840613.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L4-clmp.fp2_r2_screen	19480.0	2116.0	1926.0	1613.0	1014.0	244.0	251.0	82.0	0.0	0.0	58999.0	2840028.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L5-clmp.fp2_r1_screen	19633.0	2135.0	1893.0	1587.0	983.0	288.0	230.0	71.0	3.0	0.0	58246.0	2828242.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L5-clmp.fp2_r2_screen	19507.0	2147.0	1945.0	1619.0	999.0	223.0	230.0	68.0	0.0	0.0	59205.0	2827368.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L6-clmp.fp2_r1_screen	19458.0	2022.0	1894.0	1666.0	1030.0	268.0	217.0	70.0	3.0	0.0	58155.0	2848880.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L6-clmp.fp2_r2_screen	19704.0	2057.0	1917.0	1615.0	992.0	264.0	218.0	55.0	3.0	0.0	59132.0	2847706.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L7-clmp.fp2_r1_screen	19238.0	2123.0	1832.0	1519.0	966.0	250.0	234.0	73.0	2.0	0.0	58073.0	2822919.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L7-clmp.fp2_r2_screen	19618.0	2002.0	1811.0	1572.0	1002.0	257.0	202.0	71.0	0.0	0.0	58938.0	2821756.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L8-clmp.fp2_r1_screen	18795.0	1987.0	1803.0	1595.0	1006.0	278.0	206.0	76.0	2.0	0.0	56826.0	2707065.0
Tzo-ABol_050-Ex1-2E-lcwgs-1-2-L8-clmp.fp2_r2_screen	18931.0	1945.0	1779.0	1570.0	973.0	262.0	222.0	74.0	0.0	0.0	57376.0	2706507.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L3-clmp.fp2_r1_screen	23970.0	2720.0	3026.0	2059.0	1156.0	390.0	302.0	99.0	1.0	0.0	81237.0	3034606.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L3-clmp.fp2_r2_screen	23879.0	2667.0	3109.0	2132.0	1217.0	367.0	296.0	93.0	1.0	0.0	83088.0	3032717.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L4-clmp.fp2_r1_screen	23761.0	2702.0	3030.0	2031.0	1167.0	351.0	304.0	99.0	1.0	0.0	80831.0	3025182.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L4-clmp.fp2_r2_screen	23829.0	2570.0	3004.0	2056.0	1174.0	328.0	280.0	86.0	0.0	0.0	82520.0	3023612.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L5-clmp.fp2_r1_screen	23601.0	2687.0	3124.0	1981.0	1175.0	417.0	304.0	89.0	0.0	0.0	80705.0	3011477.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L5-clmp.fp2_r2_screen	24002.0	2683.0	3038.0	1929.0	1208.0	367.0	316.0	77.0	1.0	0.0	82338.0	3009601.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L6-clmp.fp2_r1_screen	23803.0	2637.0	3056.0	2118.0	1118.0	341.0	279.0	97.0	1.0	0.0	81064.0	3040141.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L6-clmp.fp2_r2_screen	23772.0	2530.0	2980.0	2078.0	1181.0	328.0	263.0	101.0	0.0	0.0	83174.0	3038248.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L7-clmp.fp2_r1_screen	23788.0	2643.0	2991.0	2013.0	1165.0	367.0	321.0	82.0	0.0	0.0	80613.0	3008837.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L7-clmp.fp2_r2_screen	23707.0	2652.0	2987.0	1999.0	1254.0	389.0	272.0	85.0	0.0	0.0	82824.0	3006651.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L8-clmp.fp2_r1_screen	22990.0	2515.0	3033.0	2035.0	1117.0	324.0	268.0	92.0	2.0	0.0	78360.0	2882115.0
Tzo-ABol_052-Ex1-4E-lcwgs-1-2-L8-clmp.fp2_r2_screen	23103.0	2543.0	2916.0	1918.0	1080.0	324.0	294.0	94.0	3.0	0.0	80257.0	2880319.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L3-clmp.fp2_r1_screen	5680.0	714.0	807.0	483.0	303.0	70.0	71.0	24.0	0.0	0.0	16826.0	807599.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L3-clmp.fp2_r2_screen	5801.0	717.0	786.0	514.0	317.0	87.0	55.0	32.0	0.0	0.0	17002.0	807266.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L4-clmp.fp2_r1_screen	5709.0	678.0	782.0	542.0	321.0	100.0	75.0	25.0	0.0	0.0	16758.0	805239.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L4-clmp.fp2_r2_screen	5901.0	680.0	773.0	484.0	306.0	95.0	88.0	29.0	0.0	0.0	17050.0	804823.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L5-clmp.fp2_r1_screen	5731.0	665.0	778.0	477.0	290.0	107.0	70.0	31.0	0.0	0.0	16451.0	803679.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L5-clmp.fp2_r2_screen	5685.0	650.0	779.0	506.0	323.0	92.0	56.0	36.0	0.0	0.0	16888.0	803264.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L6-clmp.fp2_r1_screen	5847.0	639.0	800.0	477.0	292.0	101.0	69.0	24.0	0.0	0.0	16475.0	810543.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L6-clmp.fp2_r2_screen	5812.0	653.0	786.0	474.0	277.0	103.0	89.0	13.0	0.0	0.0	16852.0	810208.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L7-clmp.fp2_r1_screen	5752.0	714.0	830.0	506.0	300.0	113.0	72.0	25.0	0.0	0.0	16531.0	806015.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L7-clmp.fp2_r2_screen	5877.0	679.0	810.0	524.0	332.0	89.0	78.0	26.0	0.0	0.0	16927.0	805516.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L8-clmp.fp2_r1_screen	5535.0	667.0	730.0	473.0	259.0	80.0	76.0	22.0	0.0	0.0	16063.0	775576.0
Tzo-ABol_053-Ex1-5E-lcwgs-1-2-L8-clmp.fp2_r2_screen	5645.0	700.0	750.0	495.0	320.0	85.0	63.0	30.0	0.0	0.0	16297.0	775096.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L3-clmp.fp2_r1_screen	24988.0	3886.0	2908.0	2179.0	1470.0	367.0	310.0	113.0	2.0	0.0	76597.0	3685812.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L3-clmp.fp2_r2_screen	24988.0	3933.0	2904.0	2148.0	1440.0	348.0	304.0	109.0	2.0	0.0	77783.0	3684673.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L4-clmp.fp2_r1_screen	24796.0	3911.0	2895.0	2199.0	1386.0	340.0	309.0	100.0	1.0	0.0	75630.0	3670348.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L4-clmp.fp2_r2_screen	24733.0	3815.0	2853.0	2018.0	1447.0	350.0	315.0	106.0	0.0	0.0	77443.0	3668835.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L5-clmp.fp2_r1_screen	24699.0	3921.0	2860.0	2101.0	1353.0	325.0	284.0	98.0	1.0	0.0	76207.0	3666806.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L5-clmp.fp2_r2_screen	24992.0	3880.0	2885.0	2139.0	1405.0	332.0	309.0	104.0	0.0	0.0	77692.0	3664917.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L6-clmp.fp2_r1_screen	24999.0	3926.0	2849.0	2129.0	1392.0	369.0	306.0	108.0	4.0	0.0	76569.0	3693121.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L6-clmp.fp2_r2_screen	25122.0	3912.0	2845.0	2145.0	1444.0	318.0	302.0	92.0	2.0	0.0	77992.0	3691598.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L7-clmp.fp2_r1_screen	25029.0	3780.0	2976.0	2209.0	1388.0	353.0	283.0	126.0	1.0	0.0	76521.0	3668046.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L7-clmp.fp2_r2_screen	24941.0	3802.0	2894.0	2187.0	1472.0	358.0	281.0	124.0	1.0	0.0	77740.0	3666912.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L8-clmp.fp2_r1_screen	24242.0	3622.0	2840.0	2047.0	1390.0	322.0	292.0	88.0	1.0	0.0	73595.0	3530438.0
Tzo-ABol_054-Ex1-6E-lcwgs-1-2-L8-clmp.fp2_r2_screen	24175.0	3676.0	2862.0	2036.0	1386.0	319.0	306.0	98.0	0.0	0.0	75037.0	3528982.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L3-clmp.fp2_r1_screen	56375.0	6538.0	4761.0	4941.0	3038.0	947.0	740.0	258.0	3.0	0.0	160530.0	7620959.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L3-clmp.fp2_r2_screen	56025.0	6565.0	4785.0	4921.0	3028.0	864.0	748.0	215.0	4.0	0.0	164120.0	7617815.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L4-clmp.fp2_r1_screen	56059.0	6613.0	4961.0	5002.0	3052.0	922.0	750.0	233.0	2.0	0.0	161259.0	7644065.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L4-clmp.fp2_r2_screen	56860.0	6517.0	4858.0	4893.0	2985.0	890.0	817.0	224.0	1.0	0.0	164749.0	7640124.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L5-clmp.fp2_r1_screen	56288.0	6374.0	4878.0	4920.0	2919.0	877.0	730.0	220.0	2.0	0.0	158844.0	7606198.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L5-clmp.fp2_r2_screen	56318.0	6499.0	4808.0	4924.0	2883.0	830.0	724.0	239.0	2.0	0.0	162746.0	7602277.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L6-clmp.fp2_r1_screen	57258.0	6681.0	4846.0	4959.0	2998.0	877.0	737.0	246.0	7.0	0.0	161464.0	7709347.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L6-clmp.fp2_r2_screen	57719.0	6682.0	4842.0	5013.0	3012.0	835.0	758.0	209.0	3.0	0.0	165770.0	7704577.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L7-clmp.fp2_r1_screen	56363.0	6498.0	4738.0	4827.0	3033.0	896.0	775.0	254.0	1.0	0.0	160183.0	7628902.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L7-clmp.fp2_r2_screen	56908.0	6527.0	4804.0	4918.0	3135.0	882.0	779.0	211.0	3.0	0.0	164907.0	7623396.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L8-clmp.fp2_r1_screen	54359.0	6235.0	4649.0	4712.0	2836.0	867.0	682.0	201.0	1.0	0.0	153694.0	7279522.0
Tzo-ABol_055-Ex1-7E-lcwgs-1-2-L8-clmp.fp2_r2_screen	54344.0	6223.0	4705.0	4813.0	2858.0	830.0	733.0	229.0	2.0	0.0	157253.0	7275768.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L3-clmp.fp2_r1_screen	10085.0	1199.0	985.0	869.0	552.0	160.0	113.0	34.0	0.0	0.0	29981.0	1393211.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L3-clmp.fp2_r2_screen	10104.0	1131.0	952.0	930.0	527.0	154.0	143.0	29.0	0.0	0.0	30583.0	1392636.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L4-clmp.fp2_r1_screen	9975.0	1125.0	967.0	845.0	503.0	146.0	134.0	49.0	0.0	0.0	29777.0	1392802.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L4-clmp.fp2_r2_screen	10102.0	1174.0	979.0	884.0	491.0	161.0	123.0	44.0	0.0	0.0	30281.0	1392084.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L5-clmp.fp2_r1_screen	9943.0	1130.0	936.0	886.0	470.0	153.0	125.0	45.0	1.0	0.0	29863.0	1384354.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L5-clmp.fp2_r2_screen	9891.0	1183.0	969.0	887.0	521.0	149.0	114.0	45.0	0.0	0.0	30507.0	1383640.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L6-clmp.fp2_r1_screen	9930.0	1074.0	977.0	917.0	519.0	166.0	120.0	39.0	1.0	0.0	30043.0	1396517.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L6-clmp.fp2_r2_screen	9988.0	1176.0	979.0	831.0	501.0	143.0	125.0	45.0	1.0	0.0	30573.0	1395941.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L7-clmp.fp2_r1_screen	9856.0	1102.0	950.0	831.0	520.0	134.0	108.0	40.0	3.0	0.0	29800.0	1387143.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L7-clmp.fp2_r2_screen	10063.0	1113.0	900.0	866.0	516.0	147.0	123.0	38.0	0.0	0.0	30437.0	1386284.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L8-clmp.fp2_r1_screen	9571.0	1108.0	953.0	869.0	548.0	128.0	120.0	42.0	1.0	0.0	28816.0	1330975.0
Tzo-ABol_056-Ex1-8E-lcwgs-1-2-L8-clmp.fp2_r2_screen	9611.0	1133.0	911.0	819.0	543.0	155.0	111.0	33.0	0.0	0.0	29389.0	1330426.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L3-clmp.fp2_r1_screen	4826.0	568.0	527.0	464.0	291.0	74.0	71.0	33.0	0.0	0.0	13810.0	733476.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L3-clmp.fp2_r2_screen	4848.0	571.0	509.0	418.0	286.0	68.0	40.0	24.0	0.0	0.0	13825.0	733551.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L4-clmp.fp2_r1_screen	4740.0	573.0	528.0	413.0	234.0	80.0	59.0	24.0	0.0	0.0	13489.0	728553.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L4-clmp.fp2_r2_screen	4792.0	544.0	511.0	405.0	261.0	78.0	68.0	27.0	0.0	0.0	13679.0	728328.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L5-clmp.fp2_r1_screen	4791.0	508.0	516.0	422.0	271.0	71.0	65.0	27.0	0.0	0.0	13822.0	727414.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L5-clmp.fp2_r2_screen	4863.0	572.0	519.0	401.0	283.0	63.0	41.0	21.0	0.0	0.0	14029.0	727115.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L6-clmp.fp2_r1_screen	4755.0	524.0	552.0	407.0	265.0	59.0	47.0	17.0	0.0	0.0	13723.0	730518.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L6-clmp.fp2_r2_screen	4868.0	587.0	517.0	422.0	259.0	70.0	66.0	30.0	0.0	0.0	14056.0	729992.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L7-clmp.fp2_r1_screen	4792.0	554.0	552.0	417.0	294.0	66.0	62.0	20.0	1.0	0.0	13602.0	728141.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L7-clmp.fp2_r2_screen	4818.0	541.0	541.0	379.0	259.0	77.0	53.0	15.0	0.0	0.0	13901.0	727917.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L8-clmp.fp2_r1_screen	4482.0	554.0	495.0	418.0	238.0	63.0	66.0	18.0	0.0	0.0	13257.0	700661.0
Tzo-ABol_057-Ex1-9E-lcwgs-1-2-L8-clmp.fp2_r2_screen	4695.0	521.0	497.0	349.0	262.0	74.0	63.0	20.0	0.0	0.0	13470.0	700301.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L3-clmp.fp2_r1_screen	78514.0	9121.0	8103.0	6984.0	4151.0	1378.0	1077.0	358.0	3.0	0.0	221306.0	10176768.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L3-clmp.fp2_r2_screen	77877.0	9053.0	7971.0	6853.0	4122.0	1386.0	1004.0	297.0	3.0	0.0	225581.0	10173616.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L4-clmp.fp2_r1_screen	77589.0	9080.0	8061.0	6735.0	3956.0	1243.0	1074.0	294.0	1.0	0.0	219239.0	10128689.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L4-clmp.fp2_r2_screen	78027.0	9043.0	7960.0	6887.0	4096.0	1257.0	1060.0	293.0	1.0	0.0	223876.0	10123461.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L5-clmp.fp2_r1_screen	77773.0	9116.0	7973.0	6804.0	4019.0	1255.0	1083.0	291.0	6.0	0.0	219248.0	10104513.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L5-clmp.fp2_r2_screen	78463.0	8931.0	7954.0	6856.0	3831.0	1249.0	1048.0	302.0	3.0	0.0	224147.0	10099297.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L6-clmp.fp2_r1_screen	78708.0	9124.0	7966.0	6795.0	4150.0	1275.0	1038.0	316.0	2.0	0.0	220512.0	10176037.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L6-clmp.fp2_r2_screen	78665.0	9044.0	7829.0	6666.0	4166.0	1191.0	985.0	284.0	2.0	0.0	225257.0	10171834.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L7-clmp.fp2_r1_screen	77478.0	8865.0	8029.0	6879.0	4031.0	1267.0	994.0	287.0	4.0	0.0	219534.0	10098359.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L7-clmp.fp2_r2_screen	78641.0	8991.0	7739.0	6863.0	4066.0	1228.0	1049.0	282.0	4.0	0.0	223718.0	10093146.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L8-clmp.fp2_r1_screen	75044.0	8852.0	7753.0	6616.0	3930.0	1225.0	1063.0	254.0	8.0	0.0	212327.0	9716849.0
Tzo-ABol_058-Ex1-10E-lcwgs-1-2-L8-clmp.fp2_r2_screen	75607.0	8635.0	7805.0	6620.0	3800.0	1252.0	946.0	292.0	2.0	0.0	217130.0	9711832.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L3-clmp.fp2_r1_screen	121334.0	15102.0	11206.0	10954.0	6397.0	2093.0	1711.0	419.0	6.0	0.0	347612.0	14292135.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L3-clmp.fp2_r2_screen	121989.0	14935.0	11287.0	10958.0	6353.0	1994.0	1715.0	458.0	5.0	0.0	356025.0	14283250.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L4-clmp.fp2_r1_screen	120419.0	15087.0	11204.0	11070.0	6395.0	2068.0	1589.0	432.0	9.0	0.0	344586.0	14224452.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L4-clmp.fp2_r2_screen	120811.0	14888.0	11200.0	10872.0	6366.0	2017.0	1596.0	457.0	8.0	0.0	353486.0	14215610.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L5-clmp.fp2_r1_screen	120682.0	14743.0	11098.0	10778.0	6354.0	2017.0	1685.0	441.0	10.0	0.0	345746.0	14201457.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L5-clmp.fp2_r2_screen	121281.0	14957.0	11012.0	10653.0	6421.0	2065.0	1635.0	449.0	10.0	0.0	352429.0	14194099.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L6-clmp.fp2_r1_screen	121852.0	14906.0	11215.0	10940.0	6371.0	2058.0	1709.0	421.0	4.0	0.0	346288.0	14305029.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L6-clmp.fp2_r2_screen	122296.0	15086.0	11253.0	10981.0	6402.0	1994.0	1662.0	445.0	6.0	0.0	356014.0	14294654.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L7-clmp.fp2_r1_screen	120806.0	14777.0	11227.0	11008.0	6369.0	2096.0	1660.0	443.0	4.0	0.0	345176.0	14201768.0
Tzo-ABol_059-Ex1-11E-lcwgs-1-2-L7-clmp.fp2_r2_screen	121931.0	14696.0	11239.0	10905.0	6395.0	2016.0	1593.0	472.0	6.0	0.0	353142.0	14192939.0
