Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Tzo-AMta_001-Ex1-5D-lcwgs-1-2-L7-clmp.fp2_r1_screen	13548.0	1309.0	1755.0	1116.0	681.0	163.0	138.0	68.0	0.0	0.0	56542.0	2460683.0
Tzo-AMta_001-Ex1-5D-lcwgs-1-2-L7-clmp.fp2_r2_screen	13610.0	1308.0	1821.0	1202.0	710.0	148.0	117.0	74.0	0.0	0.0	57344.0	2459669.0
Tzo-AMta_001-Ex1-5D-lcwgs-1-2-L8-clmp.fp2_r1_screen	12983.0	1206.0	1751.0	1089.0	664.0	150.0	125.0	81.0	0.0	0.0	54697.0	2352119.0
Tzo-AMta_001-Ex1-5D-lcwgs-1-2-L8-clmp.fp2_r2_screen	13136.0	1224.0	1781.0	1066.0	609.0	132.0	124.0	62.0	0.0	0.0	55340.0	2351391.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L3-clmp.fp2_r1_screen	22913.0	2307.0	6593.0	1938.0	928.0	288.0	187.0	94.0	0.0	0.0	106859.0	3627308.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L3-clmp.fp2_r2_screen	22760.0	2242.0	6569.0	1844.0	1014.0	279.0	190.0	98.0	3.0	0.0	107485.0	3626931.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L4-clmp.fp2_r1_screen	22754.0	2265.0	6619.0	1954.0	1017.0	275.0	182.0	116.0	0.0	0.0	105304.0	3625880.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L4-clmp.fp2_r2_screen	22813.0	2414.0	6679.0	1836.0	932.0	284.0	180.0	99.0	0.0	0.0	106379.0	3624750.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L5-clmp.fp2_r1_screen	22652.0	2155.0	6560.0	1981.0	945.0	268.0	181.0	84.0	1.0	0.0	105298.0	3606519.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L5-clmp.fp2_r2_screen	22640.0	2189.0	6555.0	1896.0	954.0	306.0	186.0	101.0	1.0	0.0	106046.0	3605770.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L6-clmp.fp2_r1_screen	23140.0	2341.0	6705.0	1840.0	896.0	265.0	196.0	121.0	0.0	0.0	105951.0	3640755.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L6-clmp.fp2_r2_screen	22994.0	2206.0	6579.0	1909.0	945.0	276.0	207.0	108.0	0.0	0.0	106609.0	3640377.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L7-clmp.fp2_r1_screen	23002.0	2310.0	6597.0	1907.0	1009.0	272.0	222.0	95.0	0.0	0.0	105339.0	3612635.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L7-clmp.fp2_r2_screen	23369.0	2235.0	6473.0	1959.0	937.0	251.0	163.0	94.0	1.0	0.0	106397.0	3611509.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L8-clmp.fp2_r1_screen	22053.0	2029.0	6243.0	1746.0	946.0	243.0	183.0	77.0	1.0	0.0	101755.0	3452944.0
Tzo-AMta_002-Ex1-5E-lcwgs-1-2-L8-clmp.fp2_r2_screen	21939.0	2086.0	6226.0	1804.0	902.0	275.0	175.0	91.0	1.0	0.0	102495.0	3452226.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L3-clmp.fp2_r1_screen	36327.0	3894.0	15753.0	2983.0	1696.0	335.0	218.0	137.0	1.0	0.0	216874.0	6222194.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L3-clmp.fp2_r2_screen	36200.0	3942.0	15736.0	2932.0	1719.0	312.0	259.0	117.0	0.0	0.0	218951.0	6220244.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L4-clmp.fp2_r1_screen	36312.0	3912.0	15645.0	2826.0	1657.0	338.0	289.0	157.0	1.0	0.0	215095.0	6192886.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L4-clmp.fp2_r2_screen	36032.0	3730.0	15585.0	2821.0	1645.0	328.0	264.0	136.0	1.0	0.0	217631.0	6190945.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L5-clmp.fp2_r1_screen	36385.0	3924.0	15518.0	2958.0	1616.0	313.0	260.0	155.0	0.0	0.0	214448.0	6163125.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L5-clmp.fp2_r2_screen	36310.0	3809.0	15473.0	2809.0	1630.0	303.0	244.0	145.0	0.0	0.0	217429.0	6160550.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L6-clmp.fp2_r1_screen	36555.0	3779.0	15592.0	2917.0	1739.0	329.0	280.0	134.0	1.0	0.0	216317.0	6239793.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L6-clmp.fp2_r2_screen	36764.0	3785.0	15673.0	2795.0	1653.0	300.0	241.0	136.0	0.0	0.0	218903.0	6237186.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L7-clmp.fp2_r1_screen	36190.0	3783.0	15514.0	2865.0	1701.0	342.0	249.0	154.0	1.0	0.0	214330.0	6168164.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L7-clmp.fp2_r2_screen	36508.0	3792.0	15516.0	2818.0	1683.0	307.0	254.0	149.0	2.0	0.0	216677.0	6165587.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L8-clmp.fp2_r1_screen	34636.0	3755.0	14760.0	2733.0	1618.0	329.0	234.0	140.0	0.0	0.0	207456.0	5912491.0
Tzo-AMta_003-Ex1-5F-lcwgs-1-2-L8-clmp.fp2_r2_screen	34780.0	3661.0	14823.0	2611.0	1653.0	318.0	245.0	142.0	0.0	0.0	209281.0	5910638.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L3-clmp.fp2_r1_screen	17900.0	2141.0	7260.0	1535.0	929.0	207.0	159.0	108.0	1.0	0.0	87409.0	3114439.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L3-clmp.fp2_r2_screen	17973.0	2169.0	7267.0	1421.0	865.0	229.0	142.0	106.0	1.0	0.0	88122.0	3113793.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L4-clmp.fp2_r1_screen	18215.0	2046.0	7286.0	1446.0	854.0	201.0	127.0	91.0	2.0	0.0	87534.0	3109630.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L4-clmp.fp2_r2_screen	17954.0	2079.0	7179.0	1406.0	861.0	204.0	144.0	104.0	1.0	0.0	88193.0	3109307.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L5-clmp.fp2_r1_screen	17584.0	2176.0	7070.0	1496.0	868.0	162.0	156.0	89.0	4.0	0.0	87527.0	3091946.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L5-clmp.fp2_r2_screen	17817.0	2133.0	7173.0	1513.0	897.0	202.0	166.0	112.0	3.0	0.0	87758.0	3091304.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L6-clmp.fp2_r1_screen	18042.0	2108.0	7314.0	1495.0	858.0	240.0	169.0	97.0	0.0	0.0	87273.0	3121960.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L6-clmp.fp2_r2_screen	17830.0	2146.0	7253.0	1425.0	904.0	198.0	165.0	119.0	0.0	0.0	87880.0	3121636.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L7-clmp.fp2_r1_screen	17765.0	2124.0	6970.0	1471.0	878.0	200.0	156.0	83.0	1.0	0.0	87283.0	3095445.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L7-clmp.fp2_r2_screen	17905.0	2110.0	7104.0	1477.0	929.0	186.0	145.0	110.0	2.0	0.0	87927.0	3094481.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L8-clmp.fp2_r1_screen	16857.0	2010.0	6940.0	1443.0	837.0	171.0	145.0	94.0	2.0	0.0	84156.0	2956957.0
Tzo-AMta_004-Ex1-5G-lcwgs-1-2-L8-clmp.fp2_r2_screen	17013.0	1992.0	6908.0	1383.0	850.0	185.0	137.0	96.0	2.0	0.0	84703.0	2956343.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L3-clmp.fp2_r1_screen	31661.0	3746.0	4855.0	2541.0	1351.0	360.0	317.0	157.0	0.0	0.0	121686.0	4977557.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L3-clmp.fp2_r2_screen	31348.0	3643.0	4887.0	2597.0	1367.0	375.0	274.0	135.0	0.0	0.0	122048.0	4977557.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L4-clmp.fp2_r1_screen	31525.0	3656.0	4687.0	2557.0	1348.0	366.0	270.0	156.0	0.0	0.0	120919.0	4957844.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L4-clmp.fp2_r2_screen	31402.0	3646.0	4652.0	2576.0	1396.0	343.0	291.0	140.0	1.0	0.0	122062.0	4956819.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L5-clmp.fp2_r1_screen	31752.0	3638.0	4787.0	2488.0	1385.0	362.0	259.0	134.0	1.0	0.0	120554.0	4938327.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L5-clmp.fp2_r2_screen	31516.0	3587.0	4901.0	2507.0	1380.0	363.0	261.0	114.0	0.0	0.0	121241.0	4937817.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L6-clmp.fp2_r1_screen	31347.0	3639.0	4698.0	2601.0	1405.0	374.0	291.0	133.0	0.0	0.0	121862.0	4983786.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L6-clmp.fp2_r2_screen	31804.0	3691.0	4691.0	2570.0	1342.0	386.0	259.0	148.0	0.0	0.0	121974.0	4983271.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L7-clmp.fp2_r1_screen	31017.0	3600.0	4926.0	2513.0	1319.0	379.0	275.0	158.0	1.0	0.0	120401.0	4931036.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L7-clmp.fp2_r2_screen	31430.0	3605.0	4884.0	2430.0	1373.0	401.0	282.0	145.0	1.0	0.0	121057.0	4930017.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L8-clmp.fp2_r1_screen	30220.0	3340.0	4657.0	2332.0	1334.0	386.0	275.0	134.0	0.0	0.0	116214.0	4715073.0
Tzo-AMta_005-Ex1-5H-lcwgs-1-2-L8-clmp.fp2_r2_screen	30171.0	3421.0	4617.0	2443.0	1324.0	352.0	270.0	155.0	0.0	0.0	117601.0	4713611.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L3-clmp.fp2_r1_screen	19327.0	1446.0	2296.0	1395.0	696.0	215.0	153.0	100.0	0.0	0.0	69628.0	2378909.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L3-clmp.fp2_r2_screen	19123.0	1463.0	2336.0	1399.0	684.0	205.0	161.0	79.0	0.0	0.0	69806.0	2378909.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L4-clmp.fp2_r1_screen	19092.0	1452.0	2271.0	1400.0	721.0	215.0	141.0	90.0	0.0	0.0	69163.0	2373979.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L4-clmp.fp2_r2_screen	18962.0	1432.0	2302.0	1444.0	745.0	200.0	153.0	83.0	0.0	0.0	69471.0	2373732.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L5-clmp.fp2_r1_screen	19196.0	1460.0	2275.0	1425.0	701.0	242.0	136.0	100.0	0.0	0.0	69509.0	2360856.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L5-clmp.fp2_r2_screen	18715.0	1440.0	2239.0	1350.0	724.0	220.0	134.0	95.0	1.0	0.0	69880.0	2361102.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L6-clmp.fp2_r1_screen	18981.0	1477.0	2412.0	1351.0	644.0	217.0	138.0	93.0	0.0	0.0	69374.0	2377552.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L6-clmp.fp2_r2_screen	18973.0	1462.0	2328.0	1368.0	733.0	206.0	142.0	80.0	0.0	0.0	69642.0	2377305.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L7-clmp.fp2_r1_screen	18962.0	1472.0	2317.0	1377.0	695.0	219.0	127.0	96.0	0.0	0.0	69272.0	2354592.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L7-clmp.fp2_r2_screen	18901.0	1470.0	2338.0	1367.0	743.0	194.0	116.0	80.0	0.0	0.0	69573.0	2354347.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L8-clmp.fp2_r1_screen	18213.0	1323.0	2115.0	1289.0	658.0	194.0	130.0	79.0	1.0	0.0	65932.0	2227927.0
Tzo-AMta_006-Ex1-1B-lcwgs-2-2-L8-clmp.fp2_r2_screen	17566.0	1323.0	2196.0	1353.0	698.0	224.0	122.0	92.0	0.0	0.0	66360.0	2227927.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L3-clmp.fp2_r1_screen	17515.0	1674.0	4480.0	1482.0	845.0	228.0	156.0	94.0	0.0	0.0	68331.0	3403530.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L3-clmp.fp2_r2_screen	17337.0	1578.0	4476.0	1548.0	821.0	220.0	165.0	80.0	0.0	0.0	68930.0	3403180.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L4-clmp.fp2_r1_screen	17322.0	1611.0	4335.0	1553.0	854.0	218.0	177.0	97.0	0.0	0.0	68514.0	3399080.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L4-clmp.fp2_r2_screen	17131.0	1590.0	4386.0	1494.0	865.0	201.0	175.0	87.0	0.0	0.0	69102.0	3398730.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L5-clmp.fp2_r1_screen	17290.0	1630.0	4529.0	1490.0	823.0	215.0	152.0	97.0	0.0	0.0	68372.0	3383244.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L5-clmp.fp2_r2_screen	17518.0	1584.0	4355.0	1531.0	782.0	205.0	164.0	83.0	2.0	0.0	68374.0	3383244.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L6-clmp.fp2_r1_screen	17331.0	1641.0	4513.0	1514.0	861.0	235.0	169.0	97.0	1.0	0.0	69041.0	3412026.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L6-clmp.fp2_r2_screen	17365.0	1616.0	4523.0	1467.0	864.0	196.0	171.0	80.0	2.0	0.0	69469.0	3411676.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L7-clmp.fp2_r1_screen	17153.0	1632.0	4397.0	1498.0	808.0	236.0	170.0	87.0	0.0	0.0	68614.0	3395973.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L7-clmp.fp2_r2_screen	17803.0	1683.0	4371.0	1532.0	796.0	198.0	161.0	91.0	0.0	0.0	69007.0	3394926.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L8-clmp.fp2_r1_screen	16665.0	1520.0	4319.0	1544.0	742.0	210.0	159.0	106.0	0.0	0.0	66256.0	3260893.0
Tzo-AMta_006-Ex1-6A-lcwgs-1-2-L8-clmp.fp2_r2_screen	16718.0	1530.0	4357.0	1436.0	815.0	190.0	143.0	86.0	1.0	0.0	66581.0	3260557.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L3-clmp.fp2_r1_screen	21343.0	2669.0	3975.0	1625.0	1013.0	222.0	173.0	295.0	0.0	1.0	83620.0	4019440.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L3-clmp.fp2_r2_screen	21186.0	2678.0	4025.0	1679.0	1029.0	222.0	146.0	291.0	0.0	0.0	84094.0	4019026.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L4-clmp.fp2_r1_screen	21128.0	2658.0	4055.0	1729.0	994.0	237.0	183.0	282.0	0.0	0.0	83730.0	4021537.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L4-clmp.fp2_r2_screen	21206.0	2681.0	4055.0	1708.0	1013.0	221.0	165.0	258.0	0.0	0.0	83689.0	4021537.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L5-clmp.fp2_r1_screen	21167.0	2612.0	3852.0	1705.0	991.0	234.0	162.0	302.0	0.0	0.0	83384.0	4000999.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L5-clmp.fp2_r2_screen	21338.0	2697.0	3846.0	1700.0	992.0	234.0	174.0	292.0	0.0	0.0	83547.0	4000588.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L6-clmp.fp2_r1_screen	21265.0	2739.0	3923.0	1610.0	1009.0	228.0	181.0	263.0	0.0	0.0	83948.0	4042422.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L6-clmp.fp2_r2_screen	21584.0	2673.0	3949.0	1679.0	1056.0	218.0	141.0	263.0	1.0	0.0	84849.0	4041175.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L7-clmp.fp2_r1_screen	21571.0	2717.0	3972.0	1663.0	994.0	235.0	179.0	269.0	0.0	0.0	83902.0	4009559.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L7-clmp.fp2_r2_screen	21589.0	2746.0	3906.0	1735.0	1004.0	199.0	144.0	252.0	0.0	0.0	84340.0	4009146.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L8-clmp.fp2_r1_screen	20515.0	2567.0	3708.0	1618.0	1011.0	210.0	138.0	284.0	0.0	0.0	80255.0	3829167.0
Tzo-AMta_007-Ex1-6B-lcwgs-1-2-L8-clmp.fp2_r2_screen	20756.0	2532.0	3723.0	1616.0	946.0	241.0	156.0	280.0	0.0	0.0	80450.0	3828773.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L3-clmp.fp2_r1_screen	21384.0	3486.0	4737.0	1750.0	987.0	245.0	192.0	85.0	0.0	0.0	79188.0	4231088.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L3-clmp.fp2_r2_screen	21590.0	3378.0	4616.0	1774.0	1049.0	252.0	182.0	101.0	0.0	0.0	79546.0	4230654.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L4-clmp.fp2_r1_screen	21840.0	3416.0	4487.0	1816.0	981.0	252.0	196.0	115.0	0.0	0.0	79183.0	4223057.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L4-clmp.fp2_r2_screen	21550.0	3387.0	4567.0	1749.0	1016.0	254.0	186.0	95.0	1.0	0.0	79481.0	4223057.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L5-clmp.fp2_r1_screen	21346.0	3476.0	4650.0	1761.0	946.0	218.0	212.0	94.0	0.0	0.0	78908.0	4197691.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L5-clmp.fp2_r2_screen	21609.0	3555.0	4691.0	1776.0	1015.0	257.0	192.0	107.0	1.0	0.0	79270.0	4196829.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L6-clmp.fp2_r1_screen	21485.0	3518.0	4588.0	1804.0	998.0	227.0	192.0	94.0	1.0	0.0	78869.0	4254444.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L6-clmp.fp2_r2_screen	21739.0	3519.0	4610.0	1744.0	977.0	240.0	190.0	102.0	0.0	0.0	79091.0	4254008.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L7-clmp.fp2_r1_screen	21609.0	3460.0	4518.0	1735.0	949.0	234.0	186.0	94.0	0.0	0.0	78712.0	4226878.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L7-clmp.fp2_r2_screen	22117.0	3441.0	4539.0	1767.0	1014.0	242.0	181.0	92.0	1.0	0.0	79404.0	4225577.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L8-clmp.fp2_r1_screen	20718.0	3377.0	4479.0	1652.0	955.0	257.0	174.0	70.0	0.0	0.0	76870.0	4050506.0
Tzo-AMta_008-Ex1-6C-lcwgs-1-2-L8-clmp.fp2_r2_screen	20923.0	3296.0	4442.0	1695.0	941.0	239.0	172.0	90.0	2.0	0.0	77168.0	4050090.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L3-clmp.fp2_r1_screen	15662.0	1468.0	2327.0	1354.0	749.0	205.0	160.0	76.0	0.0	0.0	60938.0	2827187.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L3-clmp.fp2_r2_screen	15843.0	1515.0	2336.0	1357.0	757.0	195.0	162.0	68.0	1.0	0.0	61287.0	2826605.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L4-clmp.fp2_r1_screen	15503.0	1551.0	2226.0	1297.0	810.0	219.0	164.0	82.0	0.0	0.0	60411.0	2824551.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L4-clmp.fp2_r2_screen	15517.0	1506.0	2272.0	1324.0	779.0	192.0	134.0	71.0	0.0	0.0	60759.0	2824260.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L5-clmp.fp2_r1_screen	15761.0	1485.0	2196.0	1229.0	756.0	194.0	163.0	59.0	0.0	0.0	60363.0	2812344.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L5-clmp.fp2_r2_screen	15882.0	1537.0	2313.0	1244.0	764.0	215.0	162.0	65.0	0.0	0.0	60603.0	2811765.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L6-clmp.fp2_r1_screen	15623.0	1531.0	2220.0	1359.0	773.0	218.0	170.0	90.0	0.0	0.0	60591.0	2835241.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L6-clmp.fp2_r2_screen	16004.0	1488.0	2121.0	1341.0	754.0	197.0	159.0	87.0	1.0	0.0	61006.0	2834658.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L7-clmp.fp2_r1_screen	15378.0	1518.0	2308.0	1275.0	748.0	201.0	160.0	75.0	0.0	0.0	60690.0	2807194.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L7-clmp.fp2_r2_screen	15584.0	1566.0	2219.0	1251.0	779.0	185.0	144.0	69.0	0.0	0.0	60845.0	2806905.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L8-clmp.fp2_r1_screen	14964.0	1441.0	2260.0	1224.0	741.0	205.0	162.0	64.0	0.0	0.0	57723.0	2675897.0
Tzo-AMta_009-Ex1-6D-lcwgs-1-2-L8-clmp.fp2_r2_screen	15110.0	1437.0	2181.0	1145.0	726.0	178.0	142.0	83.0	0.0	0.0	58058.0	2675621.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L3-clmp.fp2_r1_screen	21497.0	1991.0	2477.0	1759.0	961.0	280.0	204.0	104.0	1.0	0.0	74910.0	3872300.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L3-clmp.fp2_r2_screen	21345.0	1968.0	2383.0	1722.0	991.0	243.0	202.0	116.0	2.0	0.0	75610.0	3871902.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L4-clmp.fp2_r1_screen	21241.0	1951.0	2399.0	1679.0	1044.0	271.0	197.0	111.0	0.0	0.0	75236.0	3870260.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L4-clmp.fp2_r2_screen	21485.0	1938.0	2433.0	1701.0	996.0	271.0	203.0	102.0	2.0	0.0	75396.0	3869862.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L5-clmp.fp2_r1_screen	21482.0	2041.0	2351.0	1654.0	1012.0	259.0	218.0	100.0	0.0	0.0	75278.0	3849961.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L5-clmp.fp2_r2_screen	21381.0	1898.0	2324.0	1697.0	986.0	259.0	221.0	93.0	0.0	0.0	75536.0	3849961.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L6-clmp.fp2_r1_screen	21373.0	2002.0	2431.0	1739.0	979.0	274.0	213.0	108.0	0.0	0.0	75069.0	3887655.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L6-clmp.fp2_r2_screen	21772.0	2048.0	2417.0	1738.0	986.0	249.0	191.0	97.0	0.0	0.0	75887.0	3886458.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L7-clmp.fp2_r1_screen	21447.0	1967.0	2486.0	1693.0	1020.0	255.0	200.0	100.0	0.0	0.0	75769.0	3869941.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L7-clmp.fp2_r2_screen	21614.0	1981.0	2425.0	1678.0	993.0	271.0	217.0	102.0	3.0	0.0	76051.0	3869543.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L8-clmp.fp2_r1_screen	20587.0	1865.0	2267.0	1695.0	955.0	247.0	202.0	84.0	1.0	0.0	72390.0	3713119.0
Tzo-AMta_010-Ex1-6E-lcwgs-1-2-L8-clmp.fp2_r2_screen	20667.0	1951.0	2233.0	1608.0	925.0	233.0	219.0	90.0	1.0	0.0	73129.0	3712356.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L3-clmp.fp2_r1_screen	17806.0	2019.0	3480.0	1439.0	798.0	263.0	171.0	83.0	0.0	0.0	55258.0	3683334.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L3-clmp.fp2_r2_screen	17863.0	1969.0	3468.0	1378.0	847.0	223.0	153.0	82.0	1.0	0.0	55709.0	3682958.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L4-clmp.fp2_r1_screen	17651.0	1971.0	3601.0	1465.0	788.0	242.0	172.0	77.0	0.0	0.0	55204.0	3676713.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L4-clmp.fp2_r2_screen	17757.0	1919.0	3616.0	1360.0	822.0	212.0	190.0	89.0	0.0	0.0	55582.0	3676337.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L5-clmp.fp2_r1_screen	17477.0	1950.0	3429.0	1432.0	829.0	239.0	162.0	67.0	0.0	0.0	55543.0	3657486.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L5-clmp.fp2_r2_screen	17511.0	1952.0	3487.0	1361.0	851.0	216.0	165.0	73.0	0.0	0.0	55512.0	3657486.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L6-clmp.fp2_r1_screen	17595.0	1900.0	3440.0	1452.0	778.0	260.0	187.0	71.0	0.0	0.0	55431.0	3691585.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L6-clmp.fp2_r2_screen	17872.0	1924.0	3405.0	1356.0	795.0	208.0	161.0	72.0	0.0	0.0	55698.0	3691208.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L7-clmp.fp2_r1_screen	17539.0	2010.0	3515.0	1459.0	841.0	211.0	176.0	75.0	0.0	0.0	55388.0	3661331.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L7-clmp.fp2_r2_screen	17890.0	1982.0	3519.0	1443.0	793.0	224.0	164.0	84.0	0.0	0.0	55489.0	3660957.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L8-clmp.fp2_r1_screen	17021.0	1873.0	3285.0	1402.0	759.0	203.0	170.0	90.0	0.0	0.0	52688.0	3510028.0
Tzo-AMta_011-Ex1-6F-lcwgs-1-2-L8-clmp.fp2_r2_screen	17142.0	1885.0	3388.0	1349.0	767.0	183.0	170.0	79.0	0.0	0.0	52887.0	3509669.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L3-clmp.fp2_r1_screen	33420.0	3503.0	4197.0	2710.0	1779.0	342.0	334.0	153.0	0.0	0.0	136340.0	6013056.0
